t	T9	h	phie
1.623844e+01	2.660444e+00	4.321458e-05	1.517784e-09
1.638956e+01	2.649667e+00	4.313227e-05	1.522386e-09
1.654131e+01	2.638995e+00	4.305017e-05	1.527009e-09
1.669371e+01	2.628425e+00	4.296826e-05	1.531652e-09
1.684676e+01	2.617954e+00	4.288654e-05	1.536318e-09
1.700048e+01	2.607581e+00	4.280500e-05	1.541005e-09
1.715489e+01	2.597303e+00	4.272365e-05	1.545715e-09
1.731000e+01	2.587118e+00	4.264246e-05	1.550448e-09
1.746583e+01	2.577022e+00	4.256143e-05	1.555205e-09
1.762241e+01	2.567014e+00	4.248056e-05	1.559987e-09
1.777974e+01	2.557091e+00	4.239983e-05	1.564795e-09
1.793787e+01	2.547251e+00	4.231923e-05	1.569628e-09
1.809681e+01	2.537490e+00	4.223875e-05	1.574489e-09
1.825660e+01	2.527806e+00	4.215838e-05	1.579378e-09
1.841727e+01	2.518197e+00	4.207810e-05	1.584297e-09
1.857886e+01	2.508659e+00	4.199790e-05	1.589246e-09
1.874141e+01	2.499189e+00	4.191777e-05	1.594228e-09
1.890496e+01	2.489784e+00	4.183768e-05	1.599243e-09
1.906956e+01	2.480442e+00	4.175761e-05	1.604293e-09
1.923526e+01	2.471158e+00	4.167754e-05	1.609380e-09
1.940213e+01	2.461929e+00	4.159746e-05	1.614506e-09
1.957023e+01	2.452752e+00	4.151733e-05	1.619674e-09
1.973964e+01	2.443623e+00	4.143712e-05	1.624884e-09
1.991043e+01	2.434537e+00	4.135680e-05	1.630141e-09
2.008268e+01	2.425490e+00	4.127635e-05	1.635447e-09
2.025651e+01	2.416479e+00	4.119572e-05	1.640805e-09
2.043201e+01	2.407497e+00	4.111488e-05	1.646219e-09
2.060929e+01	2.398541e+00	4.103378e-05	1.651692e-09
2.078849e+01	2.389604e+00	4.095237e-05	1.657228e-09
2.096976e+01	2.380680e+00	4.087060e-05	1.662833e-09
2.115323e+01	2.371765e+00	4.078842e-05	1.668511e-09
2.133909e+01	2.362851e+00	4.070577e-05	1.674267e-09
2.152751e+01	2.353931e+00	4.062257e-05	1.680108e-09
2.171872e+01	2.344999e+00	4.053876e-05	1.686041e-09
2.191293e+01	2.336045e+00	4.045426e-05	1.692073e-09
2.211039e+01	2.327063e+00	4.036898e-05	1.698211e-09
2.231137e+01	2.318042e+00	4.028283e-05	1.704465e-09
2.251618e+01	2.308973e+00	4.019571e-05	1.710845e-09
2.272514e+01	2.299847e+00	4.010750e-05	1.717362e-09
2.293861e+01	2.290651e+00	4.001810e-05	1.724026e-09
2.315700e+01	2.281376e+00	3.992738e-05	1.730852e-09
2.338073e+01	2.272007e+00	3.983519e-05	1.737853e-09
2.361029e+01	2.262532e+00	3.974138e-05	1.745045e-09
2.384619e+01	2.252937e+00	3.964580e-05	1.752446e-09
2.408900e+01	2.243207e+00	3.954826e-05	1.760074e-09
2.433936e+01	2.233326e+00	3.944860e-05	1.767950e-09
2.459795e+01	2.223278e+00	3.934659e-05	1.776097e-09
2.486551e+01	2.213045e+00	3.924203e-05	1.784540e-09
2.514285e+01	2.202609e+00	3.913469e-05	1.793305e-09
2.543087e+01	2.191951e+00	3.902434e-05	1.802424e-09
2.573052e+01	2.181051e+00	3.891070e-05	1.811928e-09
2.604284e+01	2.169888e+00	3.879352e-05	1.821852e-09
2.636895e+01	2.158442e+00	3.867251e-05	1.832236e-09
2.671004e+01	2.146692e+00	3.854738e-05	1.843120e-09
2.706740e+01	2.134618e+00	3.841785e-05	1.854548e-09
2.744239e+01	2.122198e+00	3.828361e-05	1.866569e-09
2.783643e+01	2.109416e+00	3.814436e-05	1.879233e-09
2.825100e+01	2.096252e+00	3.799983e-05	1.892594e-09
2.868766e+01	2.082692e+00	3.784973e-05	1.906707e-09
2.914795e+01	2.068724e+00	3.769382e-05	1.921630e-09
2.963346e+01	2.054338e+00	3.753189e-05	1.937424e-09
3.014576e+01	2.039531e+00	3.736377e-05	1.954147e-09
3.068637e+01	2.024301e+00	3.718931e-05	1.971863e-09
3.125674e+01	2.008656e+00	3.700847e-05	1.990629e-09
3.185822e+01	1.992604e+00	3.682124e-05	2.010506e-09
3.249204e+01	1.976165e+00	3.662769e-05	2.031549e-09
3.315928e+01	1.959359e+00	3.642798e-05	2.053812e-09
3.386083e+01	1.942216e+00	3.622231e-05	2.077344e-09
3.459739e+01	1.924768e+00	3.601100e-05	2.102191e-09
3.536946e+01	1.907053e+00	3.579440e-05	2.128393e-09
3.617736e+01	1.889111e+00	3.557294e-05	2.155987e-09
3.702117e+01	1.870986e+00	3.534710e-05	2.185002e-09
3.790080e+01	1.852723e+00	3.511740e-05	2.215467e-09
3.881113e+01	1.834461e+00	3.488561e-05	2.247233e-09
3.974422e+01	1.816378e+00	3.465404e-05	2.280051e-09
4.070063e+01	1.798474e+00	3.442276e-05	2.313963e-09
4.168090e+01	1.780747e+00	3.419185e-05	2.349017e-09
4.268409e+01	1.763220e+00	3.396172e-05	2.385206e-09
4.369869e+01	1.746091e+00	3.373508e-05	2.422139e-09
4.472074e+01	1.729408e+00	3.351275e-05	2.459685e-09
4.575065e+01	1.713146e+00	3.329453e-05	2.497876e-09
4.679004e+01	1.697261e+00	3.307999e-05	2.536786e-09
4.784005e+01	1.681721e+00	3.286884e-05	2.576477e-09
4.890102e+01	1.666509e+00	3.266096e-05	2.616979e-09
4.997286e+01	1.651615e+00	3.245633e-05	2.658310e-09
5.105540e+01	1.637030e+00	3.225493e-05	2.700481e-09
5.214851e+01	1.622745e+00	3.205674e-05	2.743509e-09
5.325216e+01	1.608750e+00	3.186172e-05	2.787414e-09
5.436636e+01	1.595034e+00	3.166982e-05	2.832216e-09
5.549113e+01	1.581588e+00	3.148099e-05	2.877939e-09
5.662650e+01	1.568403e+00	3.129517e-05	2.924605e-09
5.777249e+01	1.555470e+00	3.111231e-05	2.972240e-09
5.892910e+01	1.542781e+00	3.093238e-05	3.020866e-09
6.009636e+01	1.530327e+00	3.075533e-05	3.070510e-09
6.127429e+01	1.518100e+00	3.058110e-05	3.121198e-09
6.246291e+01	1.506095e+00	3.040966e-05	3.172955e-09
6.366224e+01	1.494303e+00	3.024095e-05	3.225811e-09
6.487232e+01	1.482717e+00	3.007494e-05	3.279793e-09
6.609320e+01	1.471332e+00	2.991157e-05	3.334932e-09
6.732491e+01	1.460140e+00	2.975081e-05	3.391260e-09
6.856752e+01	1.449136e+00	2.959260e-05	3.448807e-09
6.982107e+01	1.438314e+00	2.943691e-05	3.507609e-09
7.108566e+01	1.427668e+00	2.928369e-05	3.567701e-09
7.236136e+01	1.417193e+00	2.913289e-05	3.629119e-09
7.364828e+01	1.406882e+00	2.898447e-05	3.691902e-09
7.494653e+01	1.396731e+00	2.883838e-05	3.756092e-09
7.625625e+01	1.386734e+00	2.869458e-05	3.821731e-09
7.757759e+01	1.376887e+00	2.855301e-05	3.888865e-09
7.891074e+01	1.367184e+00	2.841365e-05	3.957543e-09
8.025589e+01	1.357621e+00	2.827643e-05	4.027815e-09
8.161330e+01	1.348191e+00	2.814130e-05	4.099737e-09
8.298323e+01	1.338892e+00	2.800822e-05	4.173368e-09
8.436599e+01	1.329716e+00	2.787714e-05	4.248771e-09
8.576196e+01	1.320660e+00	2.774800e-05	4.326013e-09
8.717153e+01	1.311718e+00	2.762076e-05	4.405170e-09
8.859520e+01	1.302886e+00	2.749534e-05	4.486320e-09
9.003349e+01	1.294158e+00	2.737170e-05	4.569553e-09
9.148703e+01	1.285529e+00	2.724977e-05	4.654963e-09
9.295653e+01	1.276992e+00	2.712949e-05	4.742656e-09
9.444281e+01	1.268543e+00	2.701080e-05	4.832750e-09
9.594681e+01	1.260176e+00	2.689361e-05	4.925373e-09
9.746960e+01	1.251883e+00	2.677786e-05	5.020672e-09
9.901242e+01	1.243658e+00	2.666347e-05	5.118807e-09
1.005767e+02	1.235495e+00	2.655034e-05	5.219962e-09
1.021641e+02	1.227384e+00	2.643839e-05	5.324343e-09
1.037764e+02	1.219319e+00	2.632752e-05	5.432186e-09
1.054160e+02	1.211288e+00	2.621760e-05	5.543760e-09
1.070853e+02	1.203283e+00	2.610853e-05	5.659373e-09
1.087869e+02	1.195294e+00	2.600020e-05	5.779358e-09
1.104789e+02	1.187515e+00	2.589524e-05	5.900839e-09
1.121604e+02	1.179942e+00	2.579356e-05	6.023763e-09
1.138294e+02	1.172574e+00	2.569516e-05	6.147969e-09
1.154842e+02	1.165411e+00	2.559998e-05	6.273318e-09
1.171234e+02	1.158450e+00	2.550798e-05	6.399683e-09
1.187458e+02	1.151687e+00	2.541908e-05	6.526954e-09
1.203507e+02	1.145118e+00	2.533318e-05	6.655034e-09
1.219375e+02	1.138737e+00	2.525021e-05	6.783840e-09
1.235058e+02	1.132538e+00	2.517004e-05	6.913308e-09
1.250555e+02	1.126516e+00	2.509257e-05	7.043385e-09
1.265868e+02	1.120662e+00	2.501769e-05	7.174035e-09
1.280997e+02	1.114970e+00	2.494528e-05	7.305233e-09
1.295946e+02	1.109433e+00	2.487523e-05	7.436964e-09
1.310720e+02	1.104044e+00	2.480742e-05	7.569221e-09
1.325322e+02	1.098796e+00	2.474176e-05	7.702002e-09
1.339757e+02	1.093683e+00	2.467814e-05	7.835311e-09
1.354031e+02	1.088699e+00	2.461647e-05	7.969149e-09
1.368147e+02	1.083839e+00	2.455665e-05	8.103518e-09
1.382108e+02	1.079096e+00	2.449860e-05	8.238417e-09
1.395919e+02	1.074466e+00	2.444225e-05	8.373839e-09
1.409582e+02	1.069946e+00	2.438753e-05	8.509775e-09
1.423098e+02	1.065531e+00	2.433438e-05	8.646207e-09
1.436470e+02	1.061217e+00	2.428273e-05	8.783115e-09
1.449698e+02	1.057001e+00	2.423253e-05	8.920475e-09
1.462784e+02	1.052881e+00	2.418373e-05	9.058257e-09
1.475728e+02	1.048853e+00	2.413629e-05	9.196432e-09
1.488530e+02	1.044915e+00	2.409015e-05	9.334969e-09
1.501191e+02	1.041064e+00	2.404527e-05	9.473836e-09
1.513713e+02	1.037297e+00	2.400161e-05	9.613008e-09
1.526096e+02	1.033613e+00	2.395913e-05	9.752459e-09
1.538341e+02	1.030008e+00	2.391779e-05	9.892169e-09
1.550452e+02	1.026479e+00	2.387753e-05	1.003212e-08
1.562431e+02	1.023025e+00	2.383833e-05	1.017231e-08
1.574279e+02	1.019642e+00	2.380015e-05	1.031273e-08
1.586001e+02	1.016329e+00	2.376293e-05	1.045338e-08
1.597600e+02	1.013082e+00	2.372665e-05	1.059426e-08
1.609080e+02	1.009898e+00	2.369126e-05	1.073540e-08
1.620444e+02	1.006777e+00	2.365674e-05	1.087681e-08
1.631698e+02	1.003713e+00	2.362303e-05	1.101850e-08
1.642845e+02	1.000707e+00	2.359011e-05	1.116051e-08
1.653890e+02	9.977536e-01	2.355794e-05	1.130286e-08
1.664837e+02	9.948523e-01	2.352650e-05	1.144559e-08
1.675691e+02	9.920004e-01	2.349574e-05	1.158873e-08
1.686458e+02	9.891956e-01	2.346564e-05	1.173231e-08
1.697140e+02	9.864358e-01	2.343616e-05	1.187638e-08
1.707743e+02	9.837190e-01	2.340729e-05	1.202098e-08
1.718271e+02	9.810434e-01	2.337900e-05	1.216614e-08
1.728728e+02	9.784070e-01	2.335125e-05	1.231192e-08
1.739119e+02	9.758080e-01	2.332403e-05	1.245835e-08
1.749448e+02	9.732448e-01	2.329732e-05	1.260547e-08
1.759718e+02	9.707158e-01	2.327109e-05	1.275334e-08
1.769934e+02	9.682194e-01	2.324532e-05	1.290200e-08
1.780099e+02	9.657542e-01	2.322000e-05	1.305149e-08
1.790217e+02	9.633188e-01	2.319510e-05	1.320185e-08
1.800291e+02	9.609117e-01	2.317061e-05	1.335315e-08
1.810325e+02	9.585319e-01	2.314651e-05	1.350542e-08
1.820322e+02	9.561780e-01	2.312279e-05	1.365870e-08
1.830286e+02	9.538489e-01	2.309943e-05	1.381306e-08
1.840219e+02	9.515434e-01	2.307642e-05	1.396853e-08
1.850125e+02	9.492606e-01	2.305374e-05	1.412516e-08
1.860006e+02	9.469994e-01	2.303138e-05	1.428301e-08
1.869866e+02	9.447588e-01	2.300934e-05	1.444213e-08
1.879707e+02	9.425379e-01	2.298759e-05	1.460257e-08
1.889533e+02	9.403358e-01	2.296613e-05	1.476437e-08
1.899345e+02	9.381515e-01	2.294494e-05	1.492761e-08
1.909148e+02	9.359843e-01	2.292402e-05	1.509233e-08
1.918944e+02	9.338332e-01	2.290336e-05	1.525859e-08
1.928736e+02	9.316974e-01	2.288294e-05	1.542646e-08
1.938526e+02	9.295761e-01	2.286276e-05	1.559599e-08
1.948318e+02	9.274685e-01	2.284280e-05	1.576727e-08
1.958116e+02	9.253737e-01	2.282306e-05	1.594035e-08
1.967921e+02	9.232910e-01	2.280353e-05	1.611532e-08
1.977738e+02	9.212194e-01	2.278420e-05	1.629226e-08
1.987570e+02	9.191583e-01	2.276506e-05	1.647125e-08
1.997421e+02	9.171066e-01	2.274610e-05	1.665238e-08
2.007295e+02	9.150635e-01	2.272732e-05	1.683577e-08
2.017195e+02	9.130281e-01	2.270869e-05	1.702150e-08
2.027127e+02	9.109994e-01	2.269022e-05	1.720972e-08
2.037096e+02	9.089764e-01	2.267190e-05	1.740053e-08
2.047107e+02	9.069580e-01	2.265370e-05	1.759409e-08
2.057165e+02	9.049431e-01	2.263564e-05	1.779055e-08
2.067277e+02	9.029305e-01	2.261768e-05	1.799008e-08
2.077449e+02	9.009188e-01	2.259982e-05	1.819287e-08
2.087691e+02	8.989066e-01	2.258205e-05	1.839913e-08
2.098009e+02	8.968925e-01	2.256436e-05	1.860910e-08
2.108414e+02	8.948747e-01	2.254673e-05	1.882303e-08
2.118916e+02	8.928513e-01	2.252914e-05	1.904123e-08
2.129526e+02	8.908205e-01	2.251159e-05	1.926402e-08
2.140259e+02	8.887798e-01	2.249404e-05	1.949177e-08
2.151128e+02	8.867269e-01	2.247649e-05	1.972492e-08
2.162151e+02	8.846589e-01	2.245891e-05	1.996395e-08
2.173347e+02	8.825727e-01	2.244127e-05	2.020940e-08
2.184737e+02	8.804648e-01	2.242355e-05	2.046192e-08
2.196346e+02	8.783312e-01	2.240573e-05	2.072223e-08
2.208204e+02	8.761673e-01	2.238776e-05	2.099119e-08
2.220343e+02	8.739679e-01	2.236961e-05	2.126978e-08
2.232802e+02	8.717271e-01	2.235123e-05	2.155917e-08
2.245626e+02	8.694377e-01	2.233258e-05	2.186073e-08
2.258869e+02	8.670917e-01	2.231360e-05	2.217610e-08
2.272595e+02	8.646794e-01	2.229422e-05	2.250724e-08
2.286878e+02	8.621893e-01	2.227436e-05	2.285654e-08
2.301813e+02	8.596075e-01	2.225392e-05	2.322693e-08
2.317513e+02	8.569174e-01	2.223280e-05	2.362203e-08
2.334120e+02	8.540980e-01	2.221085e-05	2.404644e-08
2.351813e+02	8.511233e-01	2.218789e-05	2.450604e-08
2.370823e+02	8.479598e-01	2.216372e-05	2.500850e-08
2.391457e+02	8.445640e-01	2.213804e-05	2.556416e-08
2.414128e+02	8.408773e-01	2.211048e-05	2.618724e-08
2.439420e+02	8.368181e-01	2.208052e-05	2.689809e-08
2.463498e+02	8.330057e-01	2.205275e-05	2.759087e-08
2.486059e+02	8.294787e-01	2.202738e-05	2.825450e-08
2.507404e+02	8.261812e-01	2.200394e-05	2.889554e-08
2.527781e+02	8.230682e-01	2.198206e-05	2.951969e-08
2.547372e+02	8.201070e-01	2.196147e-05	3.013117e-08
2.566310e+02	8.172734e-01	2.194197e-05	3.073313e-08
2.584699e+02	8.145487e-01	2.192342e-05	3.132800e-08
2.602621e+02	8.119182e-01	2.190568e-05	3.191773e-08
2.620139e+02	8.093704e-01	2.188866e-05	3.250388e-08
2.637308e+02	8.068955e-01	2.187229e-05	3.308778e-08
2.654171e+02	8.044857e-01	2.185649e-05	3.367052e-08
2.670766e+02	8.021343e-01	2.184122e-05	3.425307e-08
2.687124e+02	7.998356e-01	2.182642e-05	3.483627e-08
2.703274e+02	7.975847e-01	2.181207e-05	3.542084e-08
2.719237e+02	7.953775e-01	2.179811e-05	3.600747e-08
2.735037e+02	7.932101e-01	2.178452e-05	3.659675e-08
2.750690e+02	7.910793e-01	2.177128e-05	3.718924e-08
2.766215e+02	7.889822e-01	2.175836e-05	3.778547e-08
2.781625e+02	7.869163e-01	2.174574e-05	3.838592e-08
2.796934e+02	7.848791e-01	2.173340e-05	3.899106e-08
2.812155e+02	7.828685e-01	2.172132e-05	3.960133e-08
2.827300e+02	7.808827e-01	2.170950e-05	4.021718e-08
2.842378e+02	7.789198e-01	2.169790e-05	4.083901e-08
2.857399e+02	7.769782e-01	2.168653e-05	4.146724e-08
2.872374e+02	7.750565e-01	2.167537e-05	4.210228e-08
2.887309e+02	7.731532e-01	2.166440e-05	4.274455e-08
2.902215e+02	7.712670e-01	2.165363e-05	4.339443e-08
2.917098e+02	7.693968e-01	2.164303e-05	4.405235e-08
2.931967e+02	7.675413e-01	2.163260e-05	4.471872e-08
2.946828e+02	7.656995e-01	2.162234e-05	4.539396e-08
2.961688e+02	7.638703e-01	2.161223e-05	4.607849e-08
2.976555e+02	7.620528e-01	2.160227e-05	4.677277e-08
2.991435e+02	7.602461e-01	2.159244e-05	4.747724e-08
3.006335e+02	7.584491e-01	2.158276e-05	4.819237e-08
3.021261e+02	7.566612e-01	2.157320e-05	4.891864e-08
3.036220e+02	7.548813e-01	2.156376e-05	4.965655e-08
3.051218e+02	7.531088e-01	2.155444e-05	5.040663e-08
3.066262e+02	7.513427e-01	2.154523e-05	5.116942e-08
3.081359e+02	7.495823e-01	2.153613e-05	5.194548e-08
3.096515e+02	7.478268e-01	2.152713e-05	5.273541e-08
3.111737e+02	7.460755e-01	2.151823e-05	5.353983e-08
3.127031e+02	7.443276e-01	2.150942e-05	5.435941e-08
3.142406e+02	7.425823e-01	2.150071e-05	5.519483e-08
3.157867e+02	7.408389e-01	2.149207e-05	5.604683e-08
3.173424e+02	7.390966e-01	2.148352e-05	5.691618e-08
3.189082e+02	7.373546e-01	2.147504e-05	5.780369e-08
3.204851e+02	7.356122e-01	2.146663e-05	5.871024e-08
3.220739e+02	7.338686e-01	2.145830e-05	5.963676e-08
3.236753e+02	7.321229e-01	2.145002e-05	6.058422e-08
3.252904e+02	7.303743e-01	2.144181e-05	6.155367e-08
3.269201e+02	7.286221e-01	2.143366e-05	6.254624e-08
3.285653e+02	7.268653e-01	2.142556e-05	6.356312e-08
3.302271e+02	7.251030e-01	2.141751e-05	6.460560e-08
3.319066e+02	7.233343e-01	2.140951e-05	6.567504e-08
3.336050e+02	7.215583e-01	2.140155e-05	6.677295e-08
3.353234e+02	7.197739e-01	2.139363e-05	6.790089e-08
3.370632e+02	7.179801e-01	2.138575e-05	6.906061e-08
3.388258e+02	7.161759e-01	2.137790e-05	7.025394e-08
3.406127e+02	7.143601e-01	2.137007e-05	7.148290e-08
3.424253e+02	7.125314e-01	2.136228e-05	7.274966e-08
3.442654e+02	7.106887e-01	2.135450e-05	7.405659e-08
3.461348e+02	7.088306e-01	2.134674e-05	7.540625e-08
3.480354e+02	7.069557e-01	2.133899e-05	7.680144e-08
3.499693e+02	7.050625e-01	2.133125e-05	7.824523e-08
3.519386e+02	7.031495e-01	2.132352e-05	7.974095e-08
3.539459e+02	7.012149e-01	2.131579e-05	8.129228e-08
3.559935e+02	6.992569e-01	2.130805e-05	8.290323e-08
3.580845e+02	6.972737e-01	2.130031e-05	8.457825e-08
3.602217e+02	6.952632e-01	2.129255e-05	8.632223e-08
3.624084e+02	6.932232e-01	2.128477e-05	8.814057e-08
3.646483e+02	6.911514e-01	2.127697e-05	9.003928e-08
3.669452e+02	6.890451e-01	2.126915e-05	9.202502e-08
3.693034e+02	6.869018e-01	2.126129e-05	9.410522e-08
3.717275e+02	6.847184e-01	2.125339e-05	9.628818e-08
3.742225e+02	6.824918e-01	2.124545e-05	9.858317e-08
3.767940e+02	6.802185e-01	2.123746e-05	1.010007e-07
3.794482e+02	6.778949e-01	2.122941e-05	1.035524e-07
3.821916e+02	6.755170e-01	2.122129e-05	1.062515e-07
3.850316e+02	6.730804e-01	2.121311e-05	1.091132e-07
3.879765e+02	6.705804e-01	2.120486e-05	1.121545e-07
3.910350e+02	6.680119e-01	2.119652e-05	1.153948e-07
3.942171e+02	6.653695e-01	2.118809e-05	1.188563e-07
3.975337e+02	6.626473e-01	2.117956e-05	1.225645e-07
4.009967e+02	6.598387e-01	2.117094e-05	1.265485e-07
4.046195e+02	6.569371e-01	2.116220e-05	1.308422e-07
4.084166e+02	6.539348e-01	2.115335e-05	1.354845e-07
4.124042e+02	6.508242e-01	2.114438e-05	1.405205e-07
4.166001e+02	6.475967e-01	2.113529e-05	1.460030e-07
4.210238e+02	6.442435e-01	2.112608e-05	1.519931e-07
4.256967e+02	6.407552e-01	2.111673e-05	1.585628e-07
4.306423e+02	6.371222e-01	2.110726e-05	1.657961e-07
4.358863e+02	6.333342e-01	2.109767e-05	1.737923e-07
4.414564e+02	6.293811e-01	2.108797e-05	1.826683e-07
4.473831e+02	6.252523e-01	2.107815e-05	1.925631e-07
4.536990e+02	6.209376e-01	2.106825e-05	2.036417e-07
4.604395e+02	6.164266e-01	2.105827e-05	2.161011e-07
4.676429e+02	6.117093e-01	2.104823e-05	2.301782e-07
4.753502e+02	6.067762e-01	2.103817e-05	2.461582e-07
4.836058e+02	6.016182e-01	2.102812e-05	2.643875e-07
4.924579e+02	5.962268e-01	2.101810e-05	2.852891e-07
5.019586e+02	5.905938e-01	2.100816e-05	3.093832e-07
5.120825e+02	5.847589e-01	2.099842e-05	3.370810e-07
5.224019e+02	5.789818e-01	2.098932e-05	3.676255e-07
5.329210e+02	5.732617e-01	2.098081e-05	4.013417e-07
5.436440e+02	5.675983e-01	2.097288e-05	4.385952e-07
5.545752e+02	5.619909e-01	2.096549e-05	4.797978e-07
5.657189e+02	5.564389e-01	2.095861e-05	5.254132e-07
5.770795e+02	5.509419e-01	2.095221e-05	5.759650e-07
5.886618e+02	5.454992e-01	2.094626e-05	6.320440e-07
6.004702e+02	5.401104e-01	2.094075e-05	6.943184e-07
6.125096e+02	5.347748e-01	2.093563e-05	7.635443e-07
6.247847e+02	5.294920e-01	2.093090e-05	8.405779e-07
6.373006e+02	5.242615e-01	2.092651e-05	9.263907e-07
6.500622e+02	5.190826e-01	2.092246e-05	1.022085e-06
6.630747e+02	5.139550e-01	2.091873e-05	1.128913e-06
6.763433e+02	5.088781e-01	2.091528e-05	1.248302e-06
6.898733e+02	5.038514e-01	2.091211e-05	1.381873e-06
7.036703e+02	4.988743e-01	2.090919e-05	1.531478e-06
7.177396e+02	4.939465e-01	2.090650e-05	1.699231e-06
7.320871e+02	4.890674e-01	2.090404e-05	1.887545e-06
7.467184e+02	4.842365e-01	2.090178e-05	2.099182e-06
7.616394e+02	4.794534e-01	2.089972e-05	2.337306e-06
7.768561e+02	4.747175e-01	2.089782e-05	2.605546e-06
7.923747e+02	4.700285e-01	2.089610e-05	2.908066e-06
8.082013e+02	4.653858e-01	2.089452e-05	3.249654e-06
8.243423e+02	4.607890e-01	2.089309e-05	3.635820e-06
8.408041e+02	4.562376e-01	2.089178e-05	4.072912e-06
8.575933e+02	4.517312e-01	2.089059e-05	4.568254e-06
8.747168e+02	4.472693e-01	2.088952e-05	5.130305e-06
8.921812e+02	4.428515e-01	2.088854e-05	5.768849e-06
9.099935e+02	4.384774e-01	2.088765e-05	6.495214e-06
9.281610e+02	4.341465e-01	2.088685e-05	7.322535e-06
9.466908e+02	4.298583e-01	2.088613e-05	8.266061e-06
9.655903e+02	4.256126e-01	2.088548e-05	9.343518e-06
9.848671e+02	4.214088e-01	2.088489e-05	1.057554e-05
1.004529e+03	4.172465e-01	2.088436e-05	1.198617e-05
1.024583e+03	4.131254e-01	2.088389e-05	1.360348e-05
1.045038e+03	4.090449e-01	2.088347e-05	1.546026e-05
1.065902e+03	4.050048e-01	2.088308e-05	1.759491e-05
1.087184e+03	4.010046e-01	2.088274e-05	2.005239e-05
1.108890e+03	3.970439e-01	2.088244e-05	2.288549e-05
1.131031e+03	3.931224e-01	2.088217e-05	2.615625e-05
1.153615e+03	3.892395e-01	2.088193e-05	2.993766e-05
1.176651e+03	3.853951e-01	2.088171e-05	3.431575e-05
1.200148e+03	3.815886e-01	2.088152e-05	3.939205e-05
1.224116e+03	3.778197e-01	2.088135e-05	4.528657e-05
1.248563e+03	3.740880e-01	2.088120e-05	5.214137e-05
1.273500e+03	3.703932e-01	2.088107e-05	6.012483e-05
1.298936e+03	3.667349e-01	2.088095e-05	6.943690e-05
1.324882e+03	3.631128e-01	2.088085e-05	8.031530e-05
1.351347e+03	3.595264e-01	2.088076e-05	9.304313e-05
1.378343e+03	3.559754e-01	2.088068e-05	1.079581e-04
1.405880e+03	3.524595e-01	2.088061e-05	1.254635e-04
1.433968e+03	3.489783e-01	2.088055e-05	1.460420e-04
1.462619e+03	3.455316e-01	2.088050e-05	1.702722e-04
1.491844e+03	3.421188e-01	2.088045e-05	1.988481e-04
1.521656e+03	3.387398e-01	2.088041e-05	2.326046e-04
1.552064e+03	3.353942e-01	2.088038e-05	2.725469e-04
1.583082e+03	3.320816e-01	2.088035e-05	3.198877e-04
1.614722e+03	3.288017e-01	2.088032e-05	3.760921e-04
1.646996e+03	3.255542e-01	2.088030e-05	4.429337e-04
1.679917e+03	3.223388e-01	2.088028e-05	5.225626e-04
1.713498e+03	3.191551e-01	2.088026e-05	6.175902e-04
1.747752e+03	3.160029e-01	2.088025e-05	7.311937e-04
1.782692e+03	3.128818e-01	2.088023e-05	8.672454e-04
1.818333e+03	3.097916e-01	2.088022e-05	1.030473e-03
1.854689e+03	3.067318e-01	2.088021e-05	1.226660e-03
1.891774e+03	3.037023e-01	2.088020e-05	1.462893e-03
1.929602e+03	3.007027e-01	2.088020e-05	1.747871e-03
1.968188e+03	2.977328e-01	2.088019e-05	2.092292e-03
2.007548e+03	2.947922e-01	2.088019e-05	2.509342e-03
2.047697e+03	2.918806e-01	2.088018e-05	3.015294e-03
2.088651e+03	2.889977e-01	2.088018e-05	3.630278e-03
2.130427e+03	2.861434e-01	2.088018e-05	4.379242e-03
2.173039e+03	2.833172e-01	2.088017e-05	5.293160e-03
2.216506e+03	2.805190e-01	2.088017e-05	6.410564e-03
2.260845e+03	2.777484e-01	2.088017e-05	7.779488e-03
2.306073e+03	2.750051e-01	2.088017e-05	9.459925e-03
2.352207e+03	2.722890e-01	2.088017e-05	1.152695e-02
2.399266e+03	2.695997e-01	2.088017e-05	1.407472e-02
2.447269e+03	2.669369e-01	2.088017e-05	1.722151e-02
2.496235e+03	2.643004e-01	2.088017e-05	2.111624e-02
2.546182e+03	2.616900e-01	2.088016e-05	2.594677e-02
2.597130e+03	2.591054e-01	2.088016e-05	3.195045e-02
2.649100e+03	2.565463e-01	2.088016e-05	3.942781e-02
2.702112e+03	2.540124e-01	2.088016e-05	4.875983e-02
2.756187e+03	2.515036e-01	2.088016e-05	6.043018e-02
2.811346e+03	2.490196e-01	2.088016e-05	7.505326e-02
2.867611e+03	2.465601e-01	2.088016e-05	9.340950e-02
2.925004e+03	2.441249e-01	2.088016e-05	1.164888e-01
2.983548e+03	2.417137e-01	2.088016e-05	1.455422e-01
3.043266e+03	2.393264e-01	2.088016e-05	1.821400e-01
3.104181e+03	2.369626e-01	2.088016e-05	2.282290e-01
3.166317e+03	2.346222e-01	2.088016e-05	2.861713e-01
3.229699e+03	2.323049e-01	2.088016e-05	3.587327e-01
3.294352e+03	2.300105e-01	2.088016e-05	4.489617e-01
3.360301e+03	2.277387e-01	2.088016e-05	5.598884e-01
3.427573e+03	2.254894e-01	2.088016e-05	6.939958e-01
3.496193e+03	2.232623e-01	2.088016e-05	8.525429e-01
